$W_{q}$,$W_{k}$,$W_{v}$,$W_o$,$W_{gate}$,$W_{up}$,$W_{down}$,step,layer
16,16,16,16,17,16,16,1714,28
16,16,16,16,16,16,16,1714,29
16,16,16,16,16,16,16,1714,30
16,16,16,16,16,16,16,1714,31
16,16,16,16,17,16,15,2571,0
15,15,15,16,16,16,14,2571,1
16,16,16,16,16,17,16,2571,2
15,16,16,16,17,16,16,2571,3
15,16,16,16,16,16,16,2571,4
16,16,16,16,17,16,16,2571,5
16,16,16,16,16,16,16,2571,6
16,16,16,16,17,16,16,2571,7
16,16,14,16,17,16,16,2571,8
15,16,16,16,16,16,16,2571,9
16,16,15,16,17,16,16,2571,10
15,16,14,16,17,16,16,2571,11
16,15,16,16,17,16,16,2571,12
16,16,15,16,17,16,16,2571,13
16,16,15,16,17,16,16,2571,14
16,16,15,16,17,16,16,2571,15
16,16,16,16,16,16,16,2571,16
16,16,16,16,17,16,16,2571,17
16,16,16,16,17,16,16,2571,18
16,16,16,16,17,16,16,2571,19
16,16,15,16,17,16,16,2571,20
16,16,15,16,17,16,16,2571,21
16,16,16,16,16,16,16,2571,22
16,16,16,16,16,16,16,2571,23
16,16,15,16,17,16,16,2571,24
16,16,16,16,16,16,16,2571,25
16,16,16,16,17,16,16,2571,26
16,16,16,16,17,17,16,2571,27
16,16,16,16,17,17,16,2571,28
15,16,14,17,17,16,16,2571,29
16,16,16,16,17,16,16,2571,30
16,16,16,16,16,16,15,2571,31
16,16,16,16,17,17,10,3428,0
15,15,14,16,17,17,14,3428,1
15,16,16,16,17,17,16,3428,2
13,15,16,16,17,16,16,3428,3
13,16,15,16,17,17,16,3428,4
16,15,16,16,18,16,16,3428,5
16,16,14,16,17,17,16,3428,6
16,16,15,16,17,16,16,3428,7
14,16,14,16,18,16,16,3428,8
15,16,13,16,17,17,16,3428,9
16,16,15,16,17,17,16,3428,10
14,16,14,16,17,16,16,3428,11
16,15,16,16,17,16,16,3428,12
16,16,13,16,17,16,16,3428,13
14,16,15,16,18,16,16,3428,14
16,16,15,16,16,17,16,3428,15
15,16,16,16,17,17,16,3428,16
16,16,14,16,17,16,16,3428,17
16,16,13,16,17,17,16,3428,18
16,16,16,17,17,17,16,3428,19
16,16,15,17,17,17,16,3428,20
16,16,15,16,17,16,16,3428,21
16,16,14,16,17,17,16,3428,22
16,16,16,17,17,17,16,3428,23
16,16,15,17,17,17,16,3428,24
16,16,15,17,17,17,16,3428,25
16,16,14,16,18,17,16,3428,26
16,16,16,17,17,18,16,3428,27
16,16,16,16,18,18,16,3428,28
14,16,14,17,18,17,16,3428,29
16,16,16,16,17,17,16,3428,30
15,16,16,15,17,16,15,3428,31
16,16,15,16,17,18,10,4285,0
13,15,14,16,17,17,12,4285,1
14,15,14,17,18,17,16,4285,2
13,14,15,17,17,17,16,4285,3
12,16,15,16,17,17,16,4285,4
14,15,16,16,18,17,16,4285,5
16,16,14,16,18,17,16,4285,6
15,16,15,16,17,17,16,4285,7
14,16,14,16,18,16,16,4285,8
15,16,13,16,17,17,16,4285,9
15,15,15,16,17,17,16,4285,10
14,16,14,16,17,17,16,4285,11
15,15,15,16,17,16,16,4285,12
16,16,13,16,17,17,16,4285,13
14,16,15,16,18,17,16,4285,14
16,16,15,16,17,17,16,4285,15
15,16,16,16,18,18,16,4285,16
16,16,13,16,18,17,16,4285,17
16,16,13,16,18,17,16,4285,18
16,16,16,17,18,17,16,4285,19
16,16,15,17,17,18,16,4285,20
16,16,15,16,18,17,16,4285,21
16,16,14,17,18,17,16,4285,22
16,16,14,17,18,17,16,4285,23
16,16,15,17,18,17,16,4285,24
16,15,14,18,17,16,16,4285,25
16,15,14,16,18,17,16,4285,26
16,16,15,17,17,19,16,4285,27
16,16,15,17,18,18,16,4285,28
14,16,14,18,18,17,16,4285,29
16,16,16,17,18,17,16,4285,30
14,16,16,15,17,16,13,4285,31
15,15,14,16,18,19,10,5142,0
13,14,14,16,17,17,8,5142,1
14,14,13,16,18,18,16,5142,2
11,14,15,18,17,18,16,5142,3
12,15,12,16,17,18,17,5142,4
14,15,16,16,18,17,16,5142,5
15,16,14,16,18,17,17,5142,6
14,16,15,16,17,17,16,5142,7
14,16,14,16,19,16,16,5142,8
14,16,13,16,17,17,17,5142,9
15,15,15,16,18,17,16,5142,10
14,15,14,16,18,16,17,5142,11
14,15,14,16,17,17,16,5142,12
16,16,13,16,17,17,16,5142,13
14,16,14,16,18,17,16,5142,14
16,16,15,16,18,17,16,5142,15
15,16,16,16,18,19,16,5142,16
16,16,13,16,18,18,16,5142,17
16,15,13,16,17,17,16,5142,18
16,16,16,17,18,17,16,5142,19
16,16,15,16,18,18,16,5142,20
16,16,15,17,19,18,16,5142,21
16,16,12,18,19,17,16,5142,22
16,16,14,18,19,17,16,5142,23
16,16,15,17,18,18,16,5142,24
15,15,14,18,17,17,16,5142,25
15,15,14,16,18,17,16,5142,26
16,16,15,18,18,19,16,5142,27
16,16,15,17,19,18,16,5142,28
14,16,14,18,19,18,17,5142,29
16,16,16,17,18,18,16,5142,30
14,16,15,14,18,16,12,5142,31
15,15,14,16,18,19,10,5999,0
12,11,13,16,17,17,8,5999,1
13,13,13,16,18,18,16,5999,2
11,14,15,18,18,18,16,5999,3
12,15,12,16,17,18,17,5999,4
12,15,16,16,18,17,16,5999,5
15,16,14,16,18,17,17,5999,6
12,15,15,16,18,17,16,5999,7
14,15,14,16,19,17,17,5999,8
14,15,13,16,17,17,17,5999,9
15,13,15,16,18,18,17,5999,10
14,15,14,16,18,17,16,5999,11
14,15,13,16,18,17,17,5999,12
16,16,13,16,18,17,16,5999,13
14,16,12,16,18,17,16,5999,14
16,16,15,16,19,17,16,5999,15
15,16,16,16,18,19,16,5999,16
16,16,13,16,18,17,16,5999,17
16,15,12,16,18,18,16,5999,18
15,16,15,17,19,17,16,5999,19
16,16,15,17,19,18,16,5999,20
15,16,15,17,20,18,16,5999,21
15,15,12,18,20,17,16,5999,22
16,16,14,19,20,17,16,5999,23
16,16,14,18,19,18,16,5999,24
15,15,14,18,17,18,16,5999,25
15,15,13,17,19,18,16,5999,26
16,16,15,19,19,19,16,5999,27
16,16,14,17,20,18,16,5999,28
14,16,14,18,19,19,17,5999,29
16,16,16,17,19,18,16,5999,30
14,15,15,14,18,16,12,5999,31
15,15,14,16,18,19,10,6856,0
12,11,13,16,17,17,8,6856,1
11,13,13,17,18,18,16,6856,2
9,14,12,18,18,18,16,6856,3
12,15,12,16,17,18,17,6856,4
9,14,16,16,18,17,17,6856,5
13,16,14,16,18,17,17,6856,6
12,15,15,16,18,17,16,6856,7
14,15,13,16,19,17,17,6856,8
14,15,13,16,17,17,17,6856,9
15,13,15,16,17,18,17,6856,10
14,14,14,16,18,17,17,6856,11
14,15,13,16,18,17,17,6856,12
16,16,13,16,18,17,16,6856,13
14,16,12,16,19,18,16,6856,14
16,16,15,16,19,17,16,6856,15
15,16,16,16,18,19,16,6856,16
16,16,13,17,19,18,16,6856,17
16,15,11,16,18,18,16,6856,18
15,16,15,18,19,18,16,6856,19
16,16,15,18,19,19,16,6856,20
15,16,15,17,20,18,16,6856,21
15,15,12,18,20,18,16,6856,22
15,16,14,20,21,17,16,6856,23
16,16,15,18,19,18,16,6856,24
14,15,14,18,18,18,16,6856,25
14,15,13,17,20,19,16,6856,26
16,16,15,19,18,19,16,6856,27
16,16,14,17,20,18,16,6856,28
13,16,14,18,20,19,17,6856,29
16,16,17,17,19,18,16,6856,30
14,15,15,14,19,16,12,6856,31
15,15,14,16,18,19,10,7713,0
11,9,13,16,17,17,8,7713,1
10,11,13,16,19,18,16,7713,2
9,14,12,18,18,18,16,7713,3
11,14,12,16,18,18,17,7713,4
9,14,16,17,19,17,17,7713,5
11,16,14,16,18,17,17,7713,6
12,15,15,16,18,17,16,7713,7
14,15,12,16,19,17,17,7713,8
14,15,13,16,18,17,17,7713,9
15,12,15,16,18,18,16,7713,10
14,14,14,16,18,17,17,7713,11
14,15,13,16,18,17,17,7713,12
16,16,13,16,18,17,16,7713,13
14,16,11,16,18,18,16,7713,14
16,16,14,16,19,17,16,7713,15
15,15,16,17,19,19,16,7713,16
16,16,13,17,19,18,16,7713,17
16,15,11,16,19,18,16,7713,18
15,16,14,19,20,18,16,7713,19
16,16,15,18,19,20,16,7713,20
15,16,15,17,20,18,16,7713,21
15,15,12,19,20,18,16,7713,22
15,16,14,20,22,18,16,7713,23
16,16,15,18,20,17,16,7713,24
14,15,14,19,18,18,16,7713,25
14,15,14,17,21,19,16,7713,26
16,16,15,19,19,20,16,7713,27
16,16,13,17,20,19,16,7713,28
11,16,14,18,20,19,17,7713,29
16,16,17,18,18,19,16,7713,30
14,15,15,14,19,16,12,7713,31
14,15,14,16,18,19,10,8570,0
10,9,13,16,18,18,8,8570,1
8,11,12,16,19,18,16,8570,2
9,14,12,18,18,18,16,8570,3
10,14,12,16,18,18,17,8570,4
9,14,16,17,19,17,17,8570,5
11,16,14,16,19,17,17,8570,6
12,15,15,16,18,17,16,8570,7
13,15,12,16,19,17,17,8570,8
14,15,13,16,18,18,17,8570,9
13,12,15,16,17,18,17,8570,10
14,14,14,16,18,17,17,8570,11
14,14,12,16,18,17,17,8570,12
16,16,13,16,18,17,16,8570,13
14,16,11,16,19,18,16,8570,14
16,16,14,16,20,17,16,8570,15
15,15,16,17,19,20,16,8570,16
16,16,13,17,19,18,16,8570,17
16,15,11,16,20,18,16,8570,18
15,16,14,19,21,19,16,8570,19
16,15,15,18,19,19,16,8570,20
15,15,15,16,21,18,16,8570,21
15,15,12,19,21,18,16,8570,22
15,16,14,20,23,18,16,8570,23
16,15,14,18,21,18,16,8570,24
14,15,14,18,18,18,16,8570,25
14,15,14,17,22,19,16,8570,26
16,16,15,19,19,21,16,8570,27
16,16,12,17,21,19,16,8570,28
11,16,14,18,21,19,17,8570,29
16,16,16,18,19,19,16,8570,30
14,15,15,14,19,16,12,8570,31
13,15,14,16,19,19,10,9427,0
10,9,13,16,19,18,8,9427,1
7,10,11,16,19,18,16,9427,2
8,14,12,18,18,18,16,9427,3
9,14,12,16,18,18,17,9427,4
9,14,16,17,19,17,17,9427,5
11,16,14,16,19,17,17,9427,6
12,15,15,16,18,17,16,9427,7
12,15,12,16,19,17,17,9427,8
14,15,13,16,18,18,17,9427,9
13,12,15,16,18,18,17,9427,10
13,14,14,16,18,17,17,9427,11
14,13,12,16,18,17,17,9427,12
16,16,13,16,19,17,16,9427,13
14,16,11,16,19,18,16,9427,14
16,16,14,16,20,17,16,9427,15
15,15,16,17,19,20,16,9427,16
16,16,13,17,19,19,16,9427,17
16,15,11,16,20,18,16,9427,18
15,16,14,19,21,19,16,9427,19
16,15,15,18,19,19,16,9427,20
15,15,15,16,22,18,16,9427,21
15,15,12,19,21,18,16,9427,22
15,16,14,20,24,18,16,9427,23
16,15,14,19,21,18,16,9427,24
14,15,14,18,19,18,16,9427,25
14,15,14,17,22,20,16,9427,26
16,15,15,19,19,21,16,9427,27
16,16,12,17,22,19,16,9427,28
10,16,14,18,21,19,17,9427,29
16,16,16,18,19,19,16,9427,30
14,15,15,14,19,16,12,9427,31
13,15,12,16,20,19,10,10284,0
10,8,13,16,19,18,8,10284,1
7,9,11,16,19,18,16,10284,2
8,14,12,18,18,18,16,10284,3
9,14,11,16,18,18,17,10284,4
9,14,16,17,20,17,17,10284,5
11,16,14,16,19,17,17,10284,6
12,15,15,16,18,17,16,10284,7
12,15,12,16,20,17,17,10284,8
14,14,13,16,19,18,17,10284,9
12,12,15,16,19,18,17,10284,10
13,14,14,16,19,17,17,10284,11
14,13,12,16,18,17,17,10284,12
16,15,13,16,19,17,16,10284,13
14,15,11,16,19,18,16,10284,14
16,16,14,16,20,17,16,10284,15
15,15,16,17,19,20,16,10284,16
16,16,13,17,19,19,16,10284,17
16,14,11,16,21,19,16,10284,18
15,15,14,19,21,19,16,10284,19
16,15,14,18,19,19,16,10284,20
15,15,15,16,23,18,16,10284,21
15,15,12,19,22,18,16,10284,22
15,16,14,21,24,19,16,10284,23
16,15,14,19,21,18,16,10284,24
13,15,14,18,20,18,16,10284,25
14,15,14,18,22,20,16,10284,26
16,15,14,19,19,21,16,10284,27
15,16,12,18,22,19,16,10284,28
9,16,13,19,22,20,17,10284,29
16,16,16,18,19,19,16,10284,30
14,15,15,14,19,16,11,10284,31
13,15,11,16,21,19,10,11141,0
9,8,13,16,19,18,8,11141,1
7,9,11,16,20,18,16,11141,2
7,12,12,18,18,18,16,11141,3
9,14,10,16,18,18,17,11141,4
8,13,16,17,20,17,17,11141,5
11,15,14,16,19,17,17,11141,6
12,15,15,16,19,17,16,11141,7
12,15,12,16,20,17,17,11141,8
14,14,13,16,19,18,17,11141,9
12,12,15,16,19,18,17,11141,10
13,14,14,16,19,17,17,11141,11
14,13,12,16,19,17,17,11141,12
16,15,13,16,19,17,16,11141,13
14,15,11,16,19,18,16,11141,14
16,16,14,16,20,17,16,11141,15
15,15,15,17,20,20,16,11141,16
16,16,13,17,19,19,16,11141,17
16,14,11,16,22,19,16,11141,18
15,15,14,19,21,19,16,11141,19
16,15,13,18,19,19,16,11141,20
15,15,15,16,23,18,16,11141,21
15,15,12,19,23,18,16,11141,22
15,16,14,21,25,19,16,11141,23
16,15,14,19,22,18,16,11141,24
13,15,14,18,20,18,16,11141,25
14,15,14,18,23,20,16,11141,26
16,15,14,19,20,21,16,11141,27
15,16,12,18,22,20,16,11141,28
7,16,13,19,23,20,17,11141,29
16,16,16,18,19,19,16,11141,30
14,15,15,14,19,16,11,11141,31
13,15,11,16,21,19,10,11998,0
8,8,13,16,19,18,8,11998,1
7,9,11,16,20,18,16,11998,2
6,11,12,18,19,18,16,11998,3
9,14,10,16,18,18,17,11998,4
8,11,16,17,20,17,17,11998,5
11,15,14,16,20,17,17,11998,6
12,15,15,16,19,17,16,11998,7
11,15,12,16,20,17,17,11998,8
13,14,13,16,20,18,17,11998,9
12,12,15,16,19,18,17,11998,10
13,14,14,16,19,17,17,11998,11
14,13,12,16,19,17,17,11998,12
16,15,13,16,19,17,16,11998,13
14,15,11,16,19,18,16,11998,14
16,16,14,16,21,17,16,11998,15
15,15,15,17,21,20,16,11998,16
16,16,13,17,20,19,16,11998,17
16,14,10,16,22,19,16,11998,18
15,15,14,19,21,19,16,11998,19
16,15,13,18,20,19,16,11998,20
15,15,15,16,23,18,16,11998,21
15,15,12,19,23,18,16,11998,22
15,16,14,21,26,19,16,11998,23
16,15,14,19,22,18,16,11998,24
13,15,14,19,20,18,16,11998,25
14,14,14,18,23,20,16,11998,26
16,15,13,19,20,21,16,11998,27
15,16,12,18,23,20,16,11998,28
6,16,13,19,23,20,17,11998,29
16,16,16,18,20,19,16,11998,30
14,15,15,14,19,16,11,11998,31
13,15,11,16,21,19,10,12855,0
8,7,13,16,19,18,8,12855,1
5,9,11,16,20,18,16,12855,2
6,11,12,18,19,18,16,12855,3
9,13,10,16,19,18,17,12855,4
8,10,15,17,21,17,17,12855,5
10,14,14,16,20,17,17,12855,6
12,15,15,16,19,17,16,12855,7
11,15,12,16,20,17,17,12855,8
13,14,12,16,20,18,17,12855,9
12,12,15,16,19,18,17,12855,10
12,14,14,16,19,17,17,12855,11
14,13,12,16,19,17,17,12855,12
16,15,12,16,19,17,16,12855,13
14,15,11,16,19,18,16,12855,14
16,16,14,16,21,17,16,12855,15
15,15,15,17,21,20,16,12855,16
16,16,13,17,21,19,16,12855,17
16,14,10,16,22,19,16,12855,18
15,15,14,19,22,19,16,12855,19
16,15,13,18,21,19,16,12855,20
15,15,15,16,24,18,16,12855,21
15,15,12,19,23,18,16,12855,22
15,16,14,21,26,19,16,12855,23
16,15,14,19,22,18,16,12855,24
13,15,14,19,20,18,16,12855,25
14,14,14,18,23,20,16,12855,26
16,15,13,19,21,21,16,12855,27
15,16,12,18,24,20,16,12855,28
6,16,13,19,24,20,17,12855,29
16,16,16,18,21,19,16,12855,30
14,15,15,14,20,16,11,12855,31
13,15,11,16,21,19,9,13712,0
7,7,13,16,19,18,7,13712,1
5,9,11,16,20,18,16,13712,2
6,10,11,18,19,18,16,13712,3
9,13,10,16,19,18,17,13712,4
8,9,15,17,21,17,17,13712,5
10,14,13,16,20,17,17,13712,6
11,15,15,16,19,17,16,13712,7
11,15,12,16,20,17,17,13712,8
12,14,12,16,20,18,17,13712,9
12,12,15,16,19,19,17,13712,10
12,14,14,16,20,17,17,13712,11
14,12,12,16,20,17,17,13712,12
16,14,12,16,20,17,16,13712,13
14,15,11,16,20,18,16,13712,14
16,15,14,16,21,17,16,13712,15
15,15,15,17,21,20,16,13712,16
16,16,13,17,20,19,16,13712,17
16,14,10,16,22,19,16,13712,18
15,15,14,19,22,19,16,13712,19
16,15,13,18,22,19,16,13712,20
15,15,15,16,25,18,16,13712,21
15,15,12,19,24,18,16,13712,22
15,16,14,21,26,19,16,13712,23
16,15,14,19,22,18,16,13712,24
13,15,14,19,21,18,16,13712,25
14,14,14,18,24,21,16,13712,26
16,15,13,19,22,21,16,13712,27
15,16,12,18,24,20,16,13712,28
6,16,13,19,24,20,17,13712,29
16,16,16,18,22,19,16,13712,30
14,15,15,14,21,16,10,13712,31
13,15,11,16,21,19,9,14569,0
7,7,13,16,19,18,7,14569,1
5,8,11,16,20,18,16,14569,2
6,10,10,18,19,18,16,14569,3
9,13,10,16,19,18,17,14569,4
8,8,15,17,21,17,17,14569,5
10,13,13,16,20,17,17,14569,6
11,15,15,16,20,17,16,14569,7
11,15,12,16,20,17,17,14569,8
12,14,12,16,20,18,17,14569,9
11,11,15,16,20,19,17,14569,10
12,14,14,16,20,17,17,14569,11
14,12,12,16,21,17,17,14569,12
16,14,12,16,21,17,16,14569,13
14,15,11,16,21,18,16,14569,14
16,14,14,16,21,17,16,14569,15
15,15,15,17,22,20,16,14569,16
16,16,12,17,20,19,16,14569,17
16,13,10,16,23,19,16,14569,18
15,15,14,19,22,19,16,14569,19
16,15,13,18,22,19,16,14569,20
15,15,15,16,25,18,16,14569,21
15,15,12,19,24,18,16,14569,22
15,16,14,21,26,19,16,14569,23
16,15,14,19,22,18,16,14569,24
12,15,14,19,21,18,16,14569,25
14,14,14,18,24,21,16,14569,26
16,15,13,19,23,21,16,14569,27
15,16,12,18,25,20,16,14569,28
5,16,13,19,25,20,17,14569,29
16,16,16,18,22,19,16,14569,30
14,15,15,14,22,16,10,14569,31
13,15,11,16,21,19,9,15426,0
7,7,13,16,19,18,7,15426,1
5,7,11,16,20,18,16,15426,2
6,9,10,18,19,18,16,15426,3
9,13,10,16,20,18,17,15426,4
8,8,15,17,21,17,17,15426,5
9,13,13,16,20,17,17,15426,6
11,15,15,16,20,17,16,15426,7
11,15,12,16,20,17,17,15426,8
12,14,12,16,21,18,17,15426,9
11,11,15,16,21,19,17,15426,10
12,14,14,16,20,17,17,15426,11
12,12,12,16,21,17,17,15426,12
16,14,12,16,21,17,16,15426,13
13,15,11,16,22,18,16,15426,14
16,14,14,16,21,17,16,15426,15
15,15,15,17,22,20,16,15426,16
16,16,12,17,20,19,16,15426,17
16,13,10,16,23,19,16,15426,18
15,15,14,19,23,19,16,15426,19
16,15,13,18,22,19,16,15426,20
15,15,15,16,25,18,16,15426,21
15,15,12,19,24,18,16,15426,22
15,16,14,21,26,19,16,15426,23
16,15,14,19,22,18,16,15426,24
12,15,14,19,21,18,16,15426,25
14,14,14,18,24,21,16,15426,26
16,15,13,19,23,21,16,15426,27
15,16,12,18,26,20,16,15426,28
4,16,13,19,26,20,17,15426,29
16,16,16,18,22,19,16,15426,30
14,15,15,14,22,16,10,15426,31
13,15,11,16,21,19,9,16283,0
5,6,13,16,19,18,7,16283,1
5,7,11,16,20,18,16,16283,2
6,9,10,18,19,18,16,16283,3
9,12,10,16,20,18,17,16283,4
8,8,14,17,22,17,17,16283,5
9,13,13,16,20,17,17,16283,6
11,15,14,16,21,17,16,16283,7
11,15,12,16,20,17,17,16283,8
12,14,11,16,21,18,17,16283,9
11,11,15,16,22,19,17,16283,10
12,14,14,16,21,17,17,16283,11
12,12,11,16,21,17,17,16283,12
16,14,12,16,21,17,16,16283,13
13,15,11,16,22,18,16,16283,14
16,14,14,16,21,17,16,16283,15
15,15,15,17,22,20,16,16283,16
16,16,12,17,20,19,16,16283,17
16,13,10,16,23,19,16,16283,18
15,15,14,19,23,19,16,16283,19
16,15,13,18,23,19,16,16283,20
15,15,15,16,25,18,16,16283,21
15,15,12,19,24,18,16,16283,22
15,16,14,21,26,19,16,16283,23
16,15,14,19,22,18,16,16283,24
12,15,14,19,21,18,16,16283,25
14,14,14,18,24,21,16,16283,26
16,15,13,19,23,21,16,16283,27
15,16,12,18,26,20,16,16283,28
4,16,13,19,27,20,17,16283,29
16,16,16,18,23,19,16,16283,30
14,15,15,14,23,16,10,16283,31
13,15,11,16,21,19,9,17140,0
4,6,13,16,19,18,7,17140,1
5,7,11,16,20,18,16,17140,2
6,9,10,18,19,18,16,17140,3
9,12,10,16,20,18,17,17140,4
8,8,14,17,23,17,17,17140,5
9,13,13,16,20,17,17,17140,6
11,14,14,16,21,17,16,17140,7
11,15,12,16,21,17,17,17140,8
12,14,11,16,21,18,17,17140,9
11,11,15,16,22,19,17,17140,10
12,14,14,16,21,17,17,17140,11
12,12,11,16,22,17,17,17140,12
16,14,12,16,21,17,16,17140,13
13,15,11,16,22,18,16,17140,14
16,14,14,16,22,17,16,17140,15
14,15,15,17,22,20,16,17140,16
15,16,12,17,20,19,16,17140,17
16,13,10,16,23,19,16,17140,18
15,15,14,19,23,19,16,17140,19
16,15,13,18,23,19,16,17140,20
15,15,15,16,26,18,16,17140,21
15,15,12,19,24,18,16,17140,22
15,16,14,21,26,19,16,17140,23
16,15,14,19,22,18,16,17140,24
12,15,14,19,21,18,16,17140,25
14,14,14,18,24,21,16,17140,26
16,15,13,19,23,21,16,17140,27
15,16,12,18,26,20,16,17140,28
4,16,13,19,27,20,17,17140,29
16,16,16,18,23,19,16,17140,30
14,14,15,14,23,16,10,17140,31
